TranscriptID,Position,Class,,,
ENST00000216218,1683,1,,,
ENST00000216237,2355,1,,,
ENST00000216237,2522,1,,,
ENST00000216237,3219,1,,,
ENST00000216268,1376,1,,,
ENST00000216297,3491,1,,,
ENST00000216410,849,1,,,
ENST00000216410,913,1,,,
ENST00000216468,1038,1,,,
ENST00000216468,726,1,,,
ENST00000216479,1052,1,,,
ENST00000216479,1148,1,,,
ENST00000216489,1302,1,,,
ENST00000216513,1764,1,,,
ENST00000216554,3306,1,,,
ENST00000216727,1354,1,,,
ENST00000216968,1116,1,,,
ENST00000217109,1421,1,,,
ENST00000217131,1018,1,,,
ENST00000217131,1158,1,,,
ENST00000217131,1213,1,,,
ENST00000217131,823,1,,,
ENST00000217159,2473,1,,,
ENST00000217233,1341,1,,,
ENST00000217233,1922,1,,,
ENST00000217381,1725,1,,,
ENST00000217446,1512,1,,,
ENST00000218340,415,1,,,
ENST00000218789,4010,1,,,
ENST00000218789,4281,1,,,
ENST00000219252,1714,1,,,
ENST00000219271,3854,1,,,
ENST00000219313,1222,1,,,
ENST00000219313,1285,1,,,
ENST00000219345,1021,1,,,
ENST00000219345,1531,1,,,
ENST00000219345,1599,1,,,
ENST00000219345,2106,1,,,
ENST00000219345,2228,1,,,
ENST00000219439,2059,1,,,
ENST00000219548,1288,1,,,
ENST00000219689,3739,1,,,
ENST00000219689,4110,1,,,
ENST00000219689,4556,1,,,
ENST00000219837,1213,1,,,
ENST00000219837,3482,1,,,
ENST00000219905,5027,1,,,
ENST00000219905,5108,1,,,
ENST00000219905,5240,1,,,
ENST00000219905,5312,1,,,
ENST00000219905,5882,1,,,
ENST00000219905,610,1,,,
ENST00000219905,715,1,,,
ENST00000220003,2246,1,,,
ENST00000220325,1786,1,,,
ENST00000220507,1011,1,,,
ENST00000220507,1204,1,,,
ENST00000220507,795,1,,,
ENST00000220507,904,1,,,
ENST00000220507,970,1,,,
ENST00000220509,1994,1,,,
ENST00000220509,2369,1,,,
ENST00000220562,2716,1,,,
ENST00000220562,2761,1,,,
ENST00000220562,2802,1,,,
ENST00000220562,3890,1,,,
ENST00000220751,1778,1,,,
ENST00000221130,1731,1,,,
ENST00000221132,2220,1,,,
ENST00000221496,1017,1,,,
ENST00000221566,1189,1,,,
ENST00000221566,1651,1,,,
ENST00000221930,453,1,,,
ENST00000221930,492,1,,,
ENST00000221930,572,1,,,
ENST00000221930,954,1,,,
ENST00000222005,1279,1,,,
ENST00000222120,1131,1,,,
ENST00000222120,1164,1,,,
ENST00000222120,1698,1,,,
ENST00000222139,1423,1,,,
ENST00000222139,1487,1,,,
ENST00000222139,1668,1,,,
ENST00000222139,1703,1,,,
ENST00000222219,1267,1,,,
ENST00000222219,720,1,,,
ENST00000222219,868,1,,,
ENST00000222254,3279,1,,,
ENST00000222584,1779,1,,,
ENST00000222673,4084,1,,,
ENST00000222673,97,1,,,
ENST00000222990,1381,1,,,
ENST00000223061,909,1,,,
ENST00000223073,2534,1,,,
ENST00000223095,1731,1,,,
ENST00000223127,2851,1,,,
ENST00000223321,920,1,,,
ENST00000223398,2180,1,,,
ENST00000224073,198,1,,,
ENST00000224140,7760,1,,,
ENST00000224140,8150,1,,,
ENST00000225296,2371,1,,,
ENST00000225296,2497,1,,,
ENST00000225296,2558,1,,,
ENST00000225296,3204,1,,,
ENST00000225388,1096,1,,,
ENST00000225388,1437,1,,,
ENST00000225388,1770,1,,,
ENST00000225388,1809,1,,,
ENST00000225388,1954,1,,,
ENST00000225519,2004,1,,,
ENST00000225519,2343,1,,,
ENST00000225577,1526,1,,,
ENST00000225665,1362,1,,,
ENST00000225726,1933,1,,,
ENST00000225726,472,1,,,
ENST00000225777,619,1,,,
ENST00000225916,2719,1,,,
ENST00000225916,2921,1,,,
ENST00000225972,2557,1,,,
ENST00000226004,303,1,,,
ENST00000226225,1218,1,,,
ENST00000226225,1271,1,,,
ENST00000226225,1378,1,,,
ENST00000226225,1416,1,,,
ENST00000226225,1491,1,,,
ENST00000226225,1756,1,,,
ENST00000226225,3197,1,,,
ENST00000226230,1186,1,,,
ENST00000226230,1378,1,,,
ENST00000226230,551,1,,,
ENST00000226230,745,1,,,
ENST00000226319,2368,1,,,
ENST00000226760,1494,1,,,
ENST00000227155,1173,1,,,
ENST00000227638,1043,1,,,
ENST00000228437,1320,1,,,
ENST00000228506,1310,1,,,
ENST00000228515,1056,1,,,
ENST00000228515,1097,1,,,
ENST00000228515,1488,1,,,
ENST00000228918,1392,1,,,
ENST00000228918,1504,1,,,
ENST00000228918,1597,1,,,
ENST00000228918,1630,1,,,
ENST00000228918,1767,1,,,
ENST00000228918,2151,1,,,
ENST00000229214,1195,1,,,
ENST00000229239,1185,1,,,
ENST00000229328,1493,1,,,
ENST00000229340,1062,1,,,
ENST00000229379,418,1,,,
ENST00000229795,1746,1,,,
ENST00000230340,1815,1,,,
ENST00000230461,1677,1,,,
ENST00000230859,1674,1,,,
ENST00000230859,1730,1,,,
ENST00000230859,3574,1,,,
ENST00000230895,1171,1,,,
ENST00000231368,1415,1,,,
ENST00000231512,664,1,,,
ENST00000232424,1107,1,,,
ENST00000232766,1674,1,,,
ENST00000233072,4708,1,,,
ENST00000233143,411,1,,,
ENST00000233557,2241,1,,,
ENST00000233616,1743,1,,,
ENST00000233616,1914,1,,,
ENST00000233616,2124,1,,,
ENST00000233616,2731,1,,,
ENST00000233948,1339,1,,,
ENST00000234111,1776,1,,,
ENST00000234170,1233,1,,,
ENST00000234170,1641,1,,,
ENST00000234310,1100,1,,,
ENST00000234420,1608,1,,,
ENST00000234590,941,1,,,
ENST00000234739,2010,1,,,
ENST00000234739,3540,1,,,
ENST00000234739,4642,1,,,
ENST00000234831,683,1,,,
ENST00000237455,2393,1,,,
ENST00000237455,2501,1,,,
ENST00000237530,482,1,,,
ENST00000237536,2729,1,,,
ENST00000237536,6588,1,,,
ENST00000237536,7417,1,,,
ENST00000237536,7460,1,,,
ENST00000237536,7724,1,,,
ENST00000237642,1218,1,,,
ENST00000237654,1810,1,,,
ENST00000237654,739,1,,,
ENST00000238477,686,1,,,
ENST00000238477,833,1,,,
ENST00000238616,3143,1,,,
ENST00000238647,1528,1,,,
ENST00000238647,2874,1,,,
ENST00000238647,2991,1,,,
ENST00000238788,2101,1,,,
ENST00000238788,2342,1,,,
ENST00000238831,137,1,,,
ENST00000238831,587,1,,,
ENST00000238994,747,1,,,
ENST00000239223,1418,1,,,
ENST00000239223,1459,1,,,
ENST00000239231,378,1,,,
ENST00000239449,2058,1,,,
ENST00000239906,1639,1,,,
ENST00000239906,855,1,,,
ENST00000239938,1861,1,,,
ENST00000240100,1768,1,,,
ENST00000240123,1983,1,,,
ENST00000240306,1247,1,,,
ENST00000240487,2486,1,,,
ENST00000241393,1036,1,,,
ENST00000241393,309,1,,,
ENST00000241393,422,1,,,
ENST00000241393,607,1,,,
ENST00000241393,683,1,,,
ENST00000241393,998,1,,,
ENST00000241600,1133,1,,,
ENST00000241600,550,1,,,
ENST00000241600,727,1,,,
ENST00000242057,1959,1,,,
ENST00000242057,2739,1,,,
ENST00000242057,2796,1,,,
ENST00000242315,1373,1,,,
ENST00000243045,673,1,,,
ENST00000243056,1135,1,,,
ENST00000243056,2083,1,,,
ENST00000243253,1902,1,,,
ENST00000243253,2122,1,,,
ENST00000243253,2221,1,,,
ENST00000243253,2274,1,,,
ENST00000243253,2428,1,,,
ENST00000243253,2462,1,,,
ENST00000243253,2595,1,,,
ENST00000243253,2644,1,,,
ENST00000243253,2839,1,,,
ENST00000243253,2918,1,,,
ENST00000243253,3082,1,,,
ENST00000243253,3169,1,,,
ENST00000243253,3271,1,,,
ENST00000243253,3587,1,,,
ENST00000243326,8211,1,,,
ENST00000243389,2941,1,,,
ENST00000243501,208,1,,,
ENST00000243776,2072,1,,,
ENST00000243776,2787,1,,,
ENST00000243776,886,1,,,
ENST00000243776,941,1,,,
ENST00000244050,1182,1,,,
ENST00000244061,874,1,,,
ENST00000244333,1216,1,,,
ENST00000244333,1594,1,,,
ENST00000244519,1540,1,,,
ENST00000244571,3772,1,,,
ENST00000244745,1691,1,,,
ENST00000244745,2233,1,,,
ENST00000244745,2405,1,,,
ENST00000244745,3109,1,,,
ENST00000245105,1503,1,,,
ENST00000245105,2157,1,,,
ENST00000245105,2190,1,,,
ENST00000245105,2313,1,,,
ENST00000245105,2360,1,,,
ENST00000245185,691,1,,,
ENST00000245206,1857,1,,,
ENST00000245206,788,1,,,
ENST00000245543,1637,1,,,
ENST00000245564,1601,1,,,
ENST00000245817,1147,1,,,
ENST00000245817,779,1,,,
ENST00000245934,763,1,,,
ENST00000245934,844,1,,,
ENST00000246117,2222,1,,,
ENST00000246117,2256,1,,,
ENST00000246117,2379,1,,,
ENST00000246117,2536,1,,,
ENST00000246117,3298,1,,,
ENST00000246117,3622,1,,,
ENST00000246117,3727,1,,,
ENST00000246117,3775,1,,,
ENST00000246174,816,1,,,
ENST00000246229,1503,1,,,
ENST00000246229,5381,1,,,
ENST00000246533,1419,1,,,
ENST00000247020,752,1,,,
ENST00000247087,1034,1,,,
ENST00000247087,1311,1,,,
ENST00000247087,4028,1,,,
ENST00000247087,4556,1,,,
ENST00000247225,1024,1,,,
ENST00000247225,562,1,,,
ENST00000247225,631,1,,,
ENST00000247226,1939,1,,,
ENST00000247226,3270,1,,,
ENST00000247668,1265,1,,,
ENST00000247956,1618,1,,,
ENST00000248098,2264,1,,,
ENST00000248211,1808,1,,,
ENST00000248248,1206,1,,,
ENST00000248248,1900,1,,,
ENST00000248248,1957,1,,,
ENST00000248248,994,1,,,
ENST00000248378,511,1,,,
ENST00000248594,2086,1,,,
ENST00000248668,672,1,,,
ENST00000248958,512,1,,,
ENST00000248975,1518,1,,,
ENST00000248975,926,1,,,
ENST00000249005,1061,1,,,
ENST00000249005,439,1,,,
ENST00000249005,499,1,,,
ENST00000249005,623,1,,,
ENST00000249014,1272,1,,,
ENST00000249014,1826,1,,,
ENST00000249014,394,1,,,
ENST00000249066,995,1,,,
ENST00000249289,443,1,,,
ENST00000249636,2100,1,,,
ENST00000249776,1352,1,,,
ENST00000249776,1503,1,,,
ENST00000249923,826,1,,,
ENST00000250448,808,1,,,
ENST00000250489,1138,1,,,
ENST00000250495,504,1,,,
ENST00000250916,2713,1,,,
ENST00000251195,537,1,,,
ENST00000251343,2169,1,,,
ENST00000251413,1505,1,,,
ENST00000251413,1579,1,,,
ENST00000251453,529,1,,,
ENST00000251473,1647,1,,,
ENST00000251527,2258,1,,,
ENST00000251588,1887,1,,,
ENST00000251691,5896,1,,,
ENST00000251849,2815,1,,,
ENST00000251849,2877,1,,,
ENST00000252015,2727,1,,,
ENST00000252444,2908,1,,,
ENST00000252444,3455,1,,,
ENST00000252444,3535,1,,,
ENST00000252483,186,1,,,
ENST00000252487,1307,1,,,
ENST00000252487,1360,1,,,
ENST00000252487,1484,1,,,
ENST00000252599,1577,1,,,
ENST00000252599,1829,1,,,
ENST00000252599,1937,1,,,
ENST00000252599,1983,1,,,
ENST00000252599,3222,1,,,
ENST00000252599,3531,1,,,
ENST00000252622,423,1,,,
ENST00000252674,2330,1,,,
ENST00000252674,3542,1,,,
ENST00000252674,3696,1,,,
ENST00000252699,3671,1,,,
ENST00000252744,803,1,,,
ENST00000252804,2583,1,,,
ENST00000252804,2648,1,,,
ENST00000252804,2975,1,,,
ENST00000252804,5094,1,,,
ENST00000252804,5166,1,,,
ENST00000252809,479,1,,,
ENST00000252809,928,1,,,
ENST00000252818,1258,1,,,
ENST00000252818,1310,1,,,
ENST00000252818,1362,1,,,
ENST00000252818,929,1,,,
ENST00000252854,1143,1,,,
ENST00000252854,1281,1,,,
ENST00000252854,1638,1,,,
ENST00000252854,1679,1,,,
ENST00000252854,1890,1,,,
ENST00000252854,1940,1,,,
ENST00000252854,2059,1,,,
ENST00000252854,2112,1,,,
ENST00000252854,2184,1,,,
ENST00000252854,993,1,,,
ENST00000252996,3278,1,,,
ENST00000252999,4800,1,,,
ENST00000252999,5175,1,,,
ENST00000253024,981,1,,,
ENST00000253039,2323,1,,,
ENST00000253039,2555,1,,,
ENST00000253048,2986,1,,,
ENST00000253048,3290,1,,,
ENST00000253122,281,1,,,
ENST00000253193,1038,1,,,
ENST00000253193,1071,1,,,
ENST00000253233,1336,1,,,
ENST00000253237,1805,1,,,
ENST00000253251,755,1,,,
ENST00000253462,846,1,,,
ENST00000253699,2263,1,,,
ENST00000253928,2651,1,,,
ENST00000254066,1862,1,,,
ENST00000254066,2190,1,,,
ENST00000254190,1825,1,,,
ENST00000254190,3892,1,,,
ENST00000254322,1114,1,,,
ENST00000254322,1894,1,,,
ENST00000254322,505,1,,,
ENST00000254323,2495,1,,,
ENST00000254337,1842,1,,,
ENST00000254508,3136,1,,,
ENST00000254816,1851,1,,,
ENST00000254950,1674,1,,,
ENST00000254977,1195,1,,,
ENST00000255108,1671,1,,,
ENST00000255174,471,1,,,
ENST00000255198,1463,1,,,
ENST00000255608,1850,1,,,
ENST00000255641,532,1,,,
ENST00000255764,554,1,,,
ENST00000255784,1047,1,,,
ENST00000255784,956,1,,,
ENST00000256015,818,1,,,
ENST00000256367,1423,1,,,
ENST00000256413,1158,1,,,
ENST00000256495,1256,1,,,
ENST00000256495,1328,1,,,
ENST00000256495,2105,1,,,
ENST00000256646,4842,1,,,
ENST00000256646,5234,1,,,
ENST00000256646,6449,1,,,
ENST00000256646,7466,1,,,
ENST00000256646,7589,1,,,
ENST00000256646,7961,1,,,
ENST00000256646,8058,1,,,
ENST00000256646,8857,1,,,
ENST00000256646,9816,1,,,
ENST00000256682,3447,1,,,
ENST00000256689,3201,1,,,
ENST00000256689,4170,1,,,
ENST00000256689,4209,1,,,
ENST00000256707,5232,1,,,
ENST00000256707,5719,1,,,
ENST00000256707,5765,1,,,
ENST00000256996,1629,1,,,
ENST00000256997,1389,1,,,
ENST00000256997,1475,1,,,
ENST00000256997,1854,1,,,
ENST00000256997,1932,1,,,
ENST00000257013,685,1,,,
ENST00000257013,728,1,,,
ENST00000257013,760,1,,,
ENST00000257013,828,1,,,
ENST00000257013,92,1,,,
ENST00000257013,920,1,,,
ENST00000257181,1335,1,,,
ENST00000257430,5610,1,,,
ENST00000257430,7980,1,,,
ENST00000257829,3356,1,,,
ENST00000257868,2796,1,,,
ENST00000257868,2898,1,,,
ENST00000257909,1555,1,,,
ENST00000257934,3531,1,,,
ENST00000257963,1854,1,,,
ENST00000258145,2191,1,,,
ENST00000258149,4315,1,,,
ENST00000258173,1046,1,,,
ENST00000258243,1332,1,,,
ENST00000258243,2856,1,,,
ENST00000258243,3683,1,,,
ENST00000258281,1482,1,,,
ENST00000258281,1653,1,,,
ENST00000258281,981,1,,,
ENST00000258341,5011,1,,,
ENST00000258341,5204,1,,,
ENST00000258436,958,1,,,
ENST00000258439,1936,1,,,
ENST00000258439,2016,1,,,
ENST00000258439,2206,1,,,
ENST00000258439,2510,1,,,
ENST00000258439,2597,1,,,
ENST00000258439,2710,1,,,
ENST00000258484,2202,1,,,
ENST00000258484,2561,1,,,
ENST00000258538,1863,1,,,
ENST00000258711,1165,1,,,
ENST00000258711,1249,1,,,
ENST00000258711,1317,1,,,
ENST00000258711,305,1,,,
ENST00000258711,347,1,,,
ENST00000258796,3583,1,,,
ENST00000258796,375,1,,,
ENST00000258796,3839,1,,,
ENST00000258884,1456,1,,,
ENST00000258975,1350,1,,,
ENST00000258991,1359,1,,,
ENST00000258991,890,1,,,
ENST00000259241,131,1,,,
ENST00000259241,2392,1,,,
ENST00000259339,1463,1,,,
ENST00000259339,1497,1,,,
ENST00000259339,2198,1,,,
ENST00000259371,1637,1,,,
ENST00000259392,622,1,,,
ENST00000259400,1108,1,,,
ENST00000259806,1628,1,,,
ENST00000259806,637,1,,,
ENST00000259873,747,1,,,
ENST00000259873,944,1,,,
ENST00000259874,1084,1,,,
ENST00000259874,278,1,,,
ENST00000259874,455,1,,,
ENST00000259874,507,1,,,
ENST00000259874,617,1,,,
ENST00000259874,964,1,,,
ENST00000259883,1490,1,,,
ENST00000259883,1586,1,,,
ENST00000259895,1649,1,,,
ENST00000259953,1200,1,,,
ENST00000259953,922,1,,,
ENST00000260045,2549,1,,,
ENST00000260130,1160,1,,,
ENST00000260210,787,1,,,
ENST00000260356,3862,1,,,
ENST00000260356,4028,1,,,
ENST00000260356,4083,1,,,
ENST00000260356,4322,1,,,
ENST00000260385,1234,1,,,
ENST00000260408,2105,1,,,
ENST00000260408,3431,1,,,
ENST00000260600,1043,1,,,
ENST00000260600,977,1,,,
ENST00000260952,478,1,,,
ENST00000261167,1617,1,,,
ENST00000261168,555,1,,,
ENST00000261250,1733,1,,,
ENST00000261263,1082,1,,,
ENST00000261263,89,1,,,
ENST00000261318,1065,1,,,
ENST00000261318,843,1,,,
ENST00000261332,447,1,,,
ENST00000261349,4772,1,,,
ENST00000261349,4825,1,,,
ENST00000261349,5023,1,,,
ENST00000261381,2549,1,,,
ENST00000261381,2805,1,,,
ENST00000261381,3571,1,,,
ENST00000261381,3846,1,,,
ENST00000261401,1759,1,,,
ENST00000261402,2378,1,,,
ENST00000261402,2855,1,,,
ENST00000261402,2990,1,,,
ENST00000261402,3466,1,,,
ENST00000261413,1320,1,,,
ENST00000261438,1276,1,,,
ENST00000261503,3365,1,,,
ENST00000261503,3528,1,,,
ENST00000261503,3582,1,,,
ENST00000261534,2525,1,,,
ENST00000261584,2561,1,,,
ENST00000261622,1657,1,,,
ENST00000261622,1749,1,,,
ENST00000261622,1788,1,,,
ENST00000261622,2033,1,,,
ENST00000261622,2137,1,,,
ENST00000261622,2251,1,,,
ENST00000261622,2440,1,,,
ENST00000261622,3208,1,,,
ENST00000261622,3522,1,,,
ENST00000261622,4454,1,,,
ENST00000261658,1578,1,,,
ENST00000261658,1630,1,,,
ENST00000261658,2000,1,,,
ENST00000261667,2210,1,,,
ENST00000261681,3125,1,,,
ENST00000261681,3347,1,,,
ENST00000261692,1475,1,,,
ENST00000261721,2352,1,,,
ENST00000261772,3260,1,,,
ENST00000261772,3314,1,,,
ENST00000261776,2691,1,,,
ENST00000261797,3132,1,,,
ENST00000261797,5681,1,,,
ENST00000261854,412,1,,,
ENST00000261866,502,1,,,
ENST00000261875,1436,1,,,
ENST00000261883,2116,1,,,
ENST00000261888,1538,1,,,
ENST00000261917,4535,1,,,
ENST00000262043,2186,1,,,
ENST00000262158,1339,1,,,
ENST00000262158,418,1,,,
ENST00000262160,458,1,,,
ENST00000262189,15691,1,,,
ENST00000262189,2543,1,,,
ENST00000262189,6734,1,,,
ENST00000262198,1093,1,,,
ENST00000262198,1232,1,,,
ENST00000262198,1449,1,,,
ENST00000262198,1679,1,,,
ENST00000262198,2163,1,,,
ENST00000262198,2255,1,,,
ENST00000262198,2633,1,,,
ENST00000262238,1189,1,,,
ENST00000262241,1750,1,,,
ENST00000262241,1784,1,,,
ENST00000262241,1949,1,,,
ENST00000262241,2219,1,,,
ENST00000262304,3694,1,,,
ENST00000262320,1127,1,,,
ENST00000262320,538,1,,,
ENST00000262366,1690,1,,,
ENST00000262367,1385,1,,,
ENST00000262367,7088,1,,,
ENST00000262367,7341,1,,,
ENST00000262367,7779,1,,,
ENST00000262367,7968,1,,,
ENST00000262376,1512,1,,,
ENST00000262394,1650,1,,,
ENST00000262395,1253,1,,,
ENST00000262395,1367,1,,,
ENST00000262395,1518,1,,,
ENST00000262395,1582,1,,,
ENST00000262426,546,1,,,
ENST00000262507,1143,1,,,
ENST00000262518,10147,1,,,
ENST00000262518,4345,1,,,
ENST00000262518,4775,1,,,
ENST00000262518,4998,1,,,
ENST00000262518,5168,1,,,
ENST00000262518,5369,1,,,
ENST00000262518,5480,1,,,
ENST00000262518,5528,1,,,
ENST00000262518,5690,1,,,
ENST00000262518,5744,1,,,
ENST00000262518,5939,1,,,
ENST00000262518,7601,1,,,
ENST00000262518,7937,1,,,
ENST00000262518,8651,1,,,
ENST00000262518,8735,1,,,
ENST00000262518,9281,1,,,
ENST00000262518,9462,1,,,
ENST00000262539,3107,1,,,
ENST00000262584,984,1,,,
ENST00000262605,2220,1,,,
ENST00000262605,2486,1,,,
ENST00000262644,1025,1,,,
ENST00000262662,1343,1,,,
ENST00000262662,2199,1,,,
ENST00000262662,2296,1,,,
ENST00000262662,2447,1,,,
ENST00000262710,3086,1,,,
ENST00000262710,3630,1,,,
ENST00000262713,1443,1,,,
ENST00000262768,1929,1,,,
ENST00000262768,2123,1,,,
ENST00000262776,1094,1,,,
ENST00000262776,1214,1,,,
ENST00000262776,1727,1,,,
ENST00000262776,2063,1,,,
ENST00000262803,4449,1,,,
ENST00000262803,4694,1,,,
ENST00000262815,2623,1,,,
ENST00000262815,3616,1,,,
ENST00000262848,1539,1,,,
ENST00000262962,1400,1,,,
ENST00000262971,324,1,,,
ENST00000262971,360,1,,,
ENST00000263073,1588,1,,,
ENST00000263095,1820,1,,,
ENST00000263116,1375,1,,,
ENST00000263168,2161,1,,,
ENST00000263246,1878,1,,,
ENST00000263253,8269,1,,,
ENST00000263256,2612,1,,,
ENST00000263256,2656,1,,,
ENST00000263277,2065,1,,,
ENST00000263277,3198,1,,,
ENST00000263360,403,1,,,
ENST00000263370,2750,1,,,
ENST00000263381,1032,1,,,
ENST00000263382,541,1,,,
ENST00000263383,2216,1,,,
ENST00000263383,2267,1,,,
ENST00000263384,881,1,,,
ENST00000263390,1024,1,,,
ENST00000263390,1559,1,,,
ENST00000263390,1600,1,,,
ENST00000263390,1987,1,,,
ENST00000263390,983,1,,,
ENST00000263398,1869,1,,,
ENST00000263409,3571,1,,,
ENST00000263409,4632,1,,,
ENST00000263512,1050,1,,,
ENST00000263512,1095,1,,,
ENST00000263512,377,1,,,
ENST00000263512,659,1,,,
ENST00000263512,768,1,,,
ENST00000263574,2495,1,,,
ENST00000263574,3216,1,,,
ENST00000263733,1418,1,,,
ENST00000263733,1865,1,,,
ENST00000263733,506,1,,,
ENST00000263734,2084,1,,,
ENST00000263734,3038,1,,,
ENST00000263741,1401,1,,,
ENST00000263791,1955,1,,,
ENST00000263847,2947,1,,,
ENST00000263857,5577,1,,,
ENST00000263857,6101,1,,,
ENST00000264033,2851,1,,,
ENST00000264036,1990,1,,,
ENST00000264036,2105,1,,,
ENST00000264036,2375,1,,,
ENST00000264036,2981,1,,,
ENST00000264036,3064,1,,,
ENST00000264057,3857,1,,,
ENST00000264157,1182,1,,,
ENST00000264157,1218,1,,,
ENST00000264157,2189,1,,,
ENST00000264198,2145,1,,,
ENST00000264230,2149,1,,,
ENST00000264245,4387,1,,,
ENST00000264249,1229,1,,,
ENST00000264249,2322,1,,,
ENST00000264274,318,1,,,
ENST00000264344,4068,1,,,
ENST00000264552,429,1,,,
ENST00000264639,1264,1,,,
ENST00000264670,2517,1,,,
ENST00000264670,2736,1,,,
ENST00000264670,2773,1,,,
ENST00000264720,3219,1,,,
ENST00000264832,1937,1,,,
ENST00000264832,2001,1,,,
ENST00000264832,2604,1,,,
ENST00000264832,2674,1,,,
ENST00000264833,953,1,,,
ENST00000264896,1788,1,,,
ENST00000264930,1768,1,,,
ENST00000264930,3680,1,,,
ENST00000264930,3796,1,,,
ENST00000264930,3839,1,,,
ENST00000264930,4182,1,,,
ENST00000264956,4823,1,,,
ENST00000264993,1138,1,,,
ENST00000264993,1452,1,,,
ENST00000264993,1511,1,,,
ENST00000264993,1687,1,,,
ENST00000265069,453,1,,,
ENST00000265070,170,1,,,
ENST00000265087,1154,1,,,
ENST00000265087,1837,1,,,
ENST00000265087,2159,1,,,
ENST00000265087,2277,1,,,
ENST00000265087,2335,1,,,
ENST00000265087,2536,1,,,
ENST00000265087,2669,1,,,
ENST00000265087,3168,1,,,
ENST00000265109,1441,1,,,
ENST00000265140,3468,1,,,
ENST00000265175,243,1,,,
ENST00000265340,1244,1,,,
ENST00000265340,1362,1,,,
ENST00000265340,1475,1,,,
ENST00000265340,1793,1,,,
ENST00000265343,2400,1,,,
ENST00000265343,3833,1,,,
ENST00000265450,1271,1,,,
ENST00000265626,4497,1,,,
ENST00000265663,1629,1,,,
ENST00000265663,2971,1,,,
ENST00000265663,432,1,,,
ENST00000265689,1435,1,,,
ENST00000265713,5782,1,,,
ENST00000265713,5877,1,,,
ENST00000265734,1317,1,,,
ENST00000265734,813,1,,,
ENST00000265807,3021,1,,,
ENST00000265909,1261,1,,,
ENST00000265909,1919,1,,,
ENST00000265978,2583,1,,,
ENST00000265978,3334,1,,,
ENST00000265992,1313,1,,,
ENST00000266014,1969,1,,,
ENST00000266025,1784,1,,,
ENST00000266025,1932,1,,,
ENST00000266069,881,1,,,
ENST00000266070,1294,1,,,
ENST00000266070,1338,1,,,
ENST00000266070,3366,1,,,
ENST00000266070,3418,1,,,
ENST00000266070,3875,1,,,
