TranscriptID,Position,Class
ENST00000245206,16119,1
ENST00000245206,26622,1
ENST00000245543,19790,1
ENST00000245564,3913,1
ENST00000245817,4044,1
ENST00000245817,4412,1
ENST00000245934,15363,1
ENST00000245934,15381,1
ENST00000245934,15462,1
ENST00000246117,22188,1
ENST00000246117,22222,1
ENST00000246117,22345,1
ENST00000246117,22502,1
ENST00000246117,23264,1
ENST00000246117,23588,1
ENST00000246117,23693,1
ENST00000246117,23741,1
ENST00000246174,2897,1
ENST00000246174,2909,1
ENST00000246229,11087,1
ENST00000246229,14965,1
ENST00000246533,10279,1
ENST00000247020,13004,1
ENST00000247087,51913,1
ENST00000247087,52190,1
ENST00000247087,54907,1
ENST00000247087,55435,1
ENST00000247225,41538,1
ENST00000247225,562,1
ENST00000247225,631,1
ENST00000247226,36881,1
ENST00000247226,38738,1
ENST00000247668,37409,1
ENST00000247956,20579,1
ENST00000247956,20598,1
ENST00000248098,22377,1
ENST00000248211,26241,1
ENST00000248248,3585,1
ENST00000248248,3797,1
ENST00000248248,7296,1
ENST00000248248,7353,1
ENST00000248378,695,1
ENST00000248378,709,1
ENST00000248378,726,1
ENST00000248378,737,1
ENST00000248594,90219,1
ENST00000248668,672,1
ENST00000248958,1685,1
ENST00000248958,1702,1
ENST00000248975,12244,1
ENST00000248975,12836,1
ENST00000249005,1932,1
ENST00000249005,1992,1
ENST00000249005,2116,1
ENST00000249005,2554,1
ENST00000249014,5877,1
ENST00000249014,8050,1
ENST00000249014,8069,1
ENST00000249014,8578,1
ENST00000249014,8604,1
ENST00000249066,12055,1
ENST00000249289,2757,1
ENST00000249636,133653,1
ENST00000249776,11163,1
ENST00000249776,11321,1
ENST00000249923,9207,1
ENST00000250448,2997,1
ENST00000250489,3044,1
ENST00000250489,3071,1
ENST00000250495,15399,1
ENST00000250916,10993,1
ENST00000251195,35027,1
ENST00000251195,5560,1
ENST00000251343,7993,1
ENST00000251413,5426,1
ENST00000251413,5453,1
ENST00000251413,5502,1
ENST00000251413,5527,1
ENST00000251453,2711,1
ENST00000251473,9214,1
ENST00000251473,9233,1
ENST00000251473,9259,1
ENST00000251527,88049,1
ENST00000251588,11025,1
ENST00000251691,172656,1
ENST00000251849,80141,1
ENST00000251849,80170,1
ENST00000251849,80203,1
ENST00000252015,89969,1
ENST00000252444,40789,1
ENST00000252444,41336,1
ENST00000252444,41416,1
ENST00000252483,18843,1
ENST00000252487,12070,1
ENST00000252487,12086,1
ENST00000252487,12123,1
ENST00000252487,12247,1
ENST00000252599,25168,1
ENST00000252599,25691,1
ENST00000252599,25715,1
ENST00000252599,25742,1
ENST00000252599,25799,1
ENST00000252599,25845,1
ENST00000252599,27084,1
ENST00000252599,27393,1
ENST00000252622,6998,1
ENST00000252674,67393,1
ENST00000252674,68605,1
ENST00000252674,68759,1
ENST00000252699,82622,1
ENST00000252744,140535,1
ENST00000252804,110906,1
ENST00000252804,110974,1
ENST00000252804,95259,1
ENST00000252804,95324,1
ENST00000252804,95651,1
ENST00000252809,2298,1
ENST00000252809,2747,1
ENST00000252818,1258,1
ENST00000252818,1283,1
ENST00000252818,1310,1
ENST00000252818,1362,1
ENST00000252818,929,1
ENST00000252854,44061,1
ENST00000252854,44186,1
ENST00000252854,44198,1
ENST00000252854,44211,1
ENST00000252854,44349,1
ENST00000252854,44375,1
ENST00000252854,44706,1
ENST00000252854,44747,1
ENST00000252854,44931,1
ENST00000252854,44958,1
ENST00000252854,45008,1
ENST00000252854,45097,1
ENST00000252854,45127,1
ENST00000252854,45151,1
ENST00000252854,45180,1
ENST00000252854,45252,1
ENST00000252996,89663,1
ENST00000252999,39383,1
ENST00000252999,40076,1
ENST00000253024,3013,1
ENST00000253024,3037,1
ENST00000253039,22721,1
ENST00000253039,22953,1
ENST00000253048,46433,1
ENST00000253048,46737,1
ENST00000253122,281,1
ENST00000253193,11023,1
ENST00000253193,11056,1
ENST00000253233,24307,1
ENST00000253237,7467,1
ENST00000253237,7484,1
ENST00000253251,755,1
ENST00000253462,10960,1
ENST00000253462,10975,1
ENST00000253699,24648,1
ENST00000253699,24661,1
ENST00000253812,66356,1
ENST00000253928,36886,1
ENST00000254066,47051,1
ENST00000254066,47379,1
ENST00000254066,47401,1
ENST00000254190,73485,1
ENST00000254190,75552,1
ENST00000254322,1597,1
ENST00000254322,2501,1
ENST00000254322,2512,1
ENST00000254322,3281,1
ENST00000254323,34927,1
ENST00000254337,8522,1
ENST00000254508,71622,1
ENST00000254508,78275,1
ENST00000254816,4000,1
ENST00000254942,19311,1
ENST00000254950,13158,1
ENST00000254977,32396,1
ENST00000254977,32408,1
ENST00000255108,2565,1
ENST00000255108,2585,1
ENST00000255174,13195,1
ENST00000255198,10543,1
ENST00000255608,29475,1
ENST00000255608,29488,1
ENST00000255641,28621,1
ENST00000255641,28635,1
ENST00000255764,6127,1
ENST00000255784,25307,1
ENST00000255784,25387,1
ENST00000255784,25398,1
ENST00000256015,1758,1
ENST00000256367,29780,1
ENST00000256413,219152,1
ENST00000256495,3991,1
ENST00000256495,4063,1
ENST00000256495,4840,1
ENST00000256646,145741,1
ENST00000256646,145753,1
ENST00000256646,147192,1
ENST00000256646,153134,1
ENST00000256646,154151,1
ENST00000256646,154267,1
ENST00000256646,154646,1
ENST00000256646,154743,1
ENST00000256646,155542,1
ENST00000256646,156486,1
ENST00000256646,156501,1
ENST00000256646,156529,1
ENST00000256682,21171,1
ENST00000256689,12992,1
ENST00000256689,13961,1
ENST00000256689,14000,1
ENST00000256707,106640,1
ENST00000256707,107127,1
ENST00000256707,107173,1
ENST00000256996,24058,1
ENST00000256997,8791,1
ENST00000256997,8852,1
ENST00000256997,8877,1
ENST00000256997,9256,1
ENST00000256997,9334,1
ENST00000257013,685,1
ENST00000257013,728,1
ENST00000257013,760,1
ENST00000257013,806,1
ENST00000257013,828,1
ENST00000257013,92,1
ENST00000257013,920,1
ENST00000257013,945,1
ENST00000257181,12337,1
ENST00000257430,103261,1
ENST00000257430,105631,1
ENST00000257829,40663,1
ENST00000257868,8122,1
ENST00000257868,8138,1
ENST00000257868,8240,1
ENST00000257868,8264,1
ENST00000257909,7046,1
ENST00000257934,17878,1
ENST00000257963,42684,1
ENST00000257963,42703,1
ENST00000258145,43068,1
ENST00000258149,34175,1
ENST00000258149,34193,1
ENST00000258173,16311,1
ENST00000258243,11100,1
ENST00000258243,11927,1
ENST00000258243,9576,1
ENST00000258281,23678,1
ENST00000258281,23696,1
ENST00000258281,31297,1
ENST00000258281,31326,1
ENST00000258281,31468,1
ENST00000258281,31482,1
ENST00000258341,119228,1
ENST00000258341,119255,1
ENST00000258341,119273,1
ENST00000258341,119284,1
ENST00000258341,119448,1
ENST00000258436,17924,1
ENST00000258439,13149,1
ENST00000258439,13229,1
ENST00000258439,13248,1
ENST00000258439,13267,1
ENST00000258439,13290,1
ENST00000258439,13406,1
ENST00000258439,13419,1
ENST00000258439,13723,1
ENST00000258439,13735,1
ENST00000258439,13765,1
ENST00000258439,13810,1
ENST00000258439,13923,1
ENST00000258484,139822,1
ENST00000258484,139835,1
ENST00000258484,141497,1
ENST00000258538,123517,1
ENST00000258711,29222,1
ENST00000258711,29264,1
ENST00000258711,30082,1
ENST00000258711,30166,1
ENST00000258711,30234,1
ENST00000258796,14949,1
ENST00000258796,31595,1
ENST00000258796,31851,1
ENST00000258884,59394,1
ENST00000258884,59407,1
ENST00000258975,7375,1
ENST00000258991,49815,1
ENST00000258991,50284,1
ENST00000259241,131,1
ENST00000259241,51558,1
ENST00000259339,1227,1
ENST00000259339,1240,1
ENST00000259339,1252,1
ENST00000259339,6823,1
ENST00000259339,6857,1
ENST00000259339,7546,1
ENST00000259339,7558,1
ENST00000259371,199566,1
ENST00000259392,12033,1
ENST00000259400,62104,1
ENST00000259400,62124,1
ENST00000259806,5205,1
ENST00000259806,637,1
ENST00000259873,7902,1
ENST00000259873,8099,1
ENST00000259874,1076,1
ENST00000259874,1196,1
ENST00000259874,390,1
ENST00000259874,551,1
ENST00000259874,567,1
ENST00000259874,579,1
ENST00000259874,619,1
ENST00000259874,711,1
ENST00000259874,729,1
ENST00000259883,19368,1
ENST00000259883,19454,1
ENST00000259895,5837,1
ENST00000259953,2541,1
ENST00000259953,2819,1
ENST00000260045,30236,1
ENST00000260130,28685,1
ENST00000260210,10163,1
ENST00000260210,10179,1
ENST00000260356,14461,1
ENST00000260356,14627,1
ENST00000260356,14682,1
ENST00000260356,14921,1
ENST00000260356,14933,1
ENST00000260385,1234,1
ENST00000260408,138116,1
ENST00000260408,138137,1
ENST00000260408,153172,1
ENST00000260408,153185,1
ENST00000260508,10327,1
ENST00000260508,10341,1
ENST00000260508,10352,1
ENST00000260600,1043,1
ENST00000260600,1054,1
ENST00000260600,977,1
ENST00000260952,4778,1
ENST00000261167,14481,1
ENST00000261168,58636,1
ENST00000261250,48651,1
ENST00000261250,48666,1
ENST00000261263,30937,1
ENST00000261263,30948,1
ENST00000261263,30962,1
ENST00000261263,89,1
ENST00000261275,301681,1
ENST00000261275,301695,1
ENST00000261318,20316,1
ENST00000261318,20538,1
ENST00000261332,4073,1
ENST00000261349,145540,1
ENST00000261349,145593,1
ENST00000261349,145791,1
ENST00000261381,353117,1
ENST00000261381,353143,1
ENST00000261381,362027,1
ENST00000261381,362050,1
ENST00000261381,362793,1
ENST00000261381,363068,1
ENST00000261401,84355,1
ENST00000261402,72244,1
ENST00000261402,72721,1
ENST00000261402,72856,1
ENST00000261402,73332,1
ENST00000261413,99388,1
ENST00000261413,99411,1
ENST00000261413,99428,1
ENST00000261438,33001,1
ENST00000261438,33028,1
ENST00000261503,227151,1
ENST00000261503,227179,1
ENST00000261503,227314,1
ENST00000261503,227368,1
ENST00000261503,227391,1
ENST00000261534,43578,1
ENST00000261584,11565,1
ENST00000261584,11582,1
ENST00000261622,36586,1
ENST00000261622,36678,1
ENST00000261622,36717,1
ENST00000261622,36912,1
ENST00000261622,36923,1
ENST00000261622,36937,1
ENST00000261622,36962,1
ENST00000261622,36979,1
ENST00000261622,36991,1
ENST00000261622,37006,1
ENST00000261622,37018,1
ENST00000261622,37066,1
ENST00000261622,37180,1
ENST00000261622,37350,1
ENST00000261622,37369,1
ENST00000261622,38126,1
ENST00000261622,38137,1
ENST00000261622,38451,1
ENST00000261622,39383,1
ENST00000261658,34949,1
ENST00000261658,34961,1
ENST00000261658,35013,1
ENST00000261658,35383,1
ENST00000261667,91351,1
ENST00000261681,92284,1
ENST00000261681,92506,1
ENST00000261692,10986,1
ENST00000261692,11010,1
ENST00000261721,49988,1
ENST00000261721,50008,1
ENST00000261772,37032,1
ENST00000261772,37086,1
ENST00000261776,113315,1
ENST00000261776,113329,1
ENST00000261797,45202,1
ENST00000261797,47751,1
ENST00000261854,16133,1
ENST00000261866,4404,1
ENST00000261875,46095,1
ENST00000261883,13152,1
ENST00000261888,27586,1
ENST00000261917,46713,1
ENST00000262043,49733,1
ENST00000262158,29111,1
ENST00000262158,418,1
ENST00000262160,34009,1
ENST00000262189,187896,1
ENST00000262189,254661,1
ENST00000262189,299910,1
ENST00000262198,27021,1
ENST00000262198,27160,1
ENST00000262198,27377,1
ENST00000262198,27607,1
ENST00000262198,27619,1
ENST00000262198,28091,1
ENST00000262198,28149,1
ENST00000262198,28163,1
ENST00000262198,28183,1
ENST00000262198,28204,1
ENST00000262198,28561,1
ENST00000262198,28576,1
ENST00000262238,37531,1
ENST00000262238,37547,1
ENST00000262241,133912,1
ENST00000262241,133946,1
ENST00000262241,134111,1
ENST00000262241,134381,1
ENST00000262304,24217,1
ENST00000262320,34680,1
ENST00000262320,5800,1
ENST00000262320,6389,1
ENST00000262366,22058,1
ENST00000262367,151958,1
ENST00000262367,152211,1
ENST00000262367,152649,1
ENST00000262367,152838,1
ENST00000262367,30182,1
ENST00000262367,30207,1
ENST00000262376,13255,1
ENST00000262394,18342,1
ENST00000262394,18358,1
ENST00000262395,5305,1
ENST00000262395,5381,1
ENST00000262395,5400,1
ENST00000262395,5419,1
ENST00000262395,5570,1
ENST00000262395,5634,1
ENST00000262426,546,1
ENST00000262507,13293,1
ENST00000262507,13305,1
ENST00000262518,23872,1
ENST00000262518,23890,1
ENST00000262518,24674,1
ENST00000262518,24897,1
ENST00000262518,25067,1
ENST00000262518,25268,1
ENST00000262518,25379,1
ENST00000262518,25411,1
ENST00000262518,25427,1
ENST00000262518,25439,1
ENST00000262518,25589,1
ENST00000262518,25643,1
ENST00000262518,25838,1
ENST00000262518,38116,1
ENST00000262518,38452,1
ENST00000262518,39166,1
ENST00000262518,39250,1
ENST00000262518,39796,1
ENST00000262518,39826,1
ENST00000262518,39977,1
ENST00000262518,40643,1
ENST00000262518,40662,1
ENST00000262539,118895,1
ENST00000262584,2737,1
ENST00000262584,2761,1
ENST00000262584,2780,1
ENST00000262605,14726,1
ENST00000262605,14992,1
ENST00000262644,27612,1
ENST00000262644,27627,1
ENST00000262662,13184,1
ENST00000262662,13270,1
ENST00000262662,13281,1
ENST00000262662,13420,1
ENST00000262662,13432,1
ENST00000262662,8454,1
ENST00000262662,8475,1
ENST00000262710,27968,1
ENST00000262710,31499,1
ENST00000262710,34021,1
ENST00000262713,4258,1
ENST00000262768,70688,1
ENST00000262768,70882,1
ENST00000262776,7561,1
ENST00000262776,7681,1
ENST00000262776,8194,1
ENST00000262776,8511,1
ENST00000262776,8530,1
ENST00000262803,35400,1
ENST00000262803,35429,1
ENST00000262803,35645,1
ENST00000262815,35704,1
ENST00000262815,35717,1
ENST00000262815,36697,1
ENST00000262848,104747,1
ENST00000262962,21978,1
ENST00000262971,5440,1
ENST00000262971,5459,1
ENST00000262971,5495,1
ENST00000263073,4556,1
ENST00000263095,21004,1
ENST00000263116,16572,1
ENST00000263168,51588,1
ENST00000263246,144004,1
ENST00000263253,86956,1
ENST00000263253,86976,1
ENST00000263253,87006,1
ENST00000263256,21848,1
ENST00000263256,21892,1
ENST00000263277,28260,1
ENST00000263277,28272,1
ENST00000263277,29405,1
ENST00000263360,387,1
ENST00000263360,403,1
ENST00000263370,23123,1
ENST00000263370,23143,1
ENST00000263377,31589,1
ENST00000263377,31611,1
ENST00000263381,22707,1
ENST00000263382,541,1
ENST00000263383,10711,1
ENST00000263383,10727,1
ENST00000263383,10762,1
ENST00000263384,6055,1
ENST00000263384,6084,1
ENST00000263390,51097,1
ENST00000263390,51138,1
ENST00000263390,51152,1
ENST00000263390,51660,1
ENST00000263390,51673,1
ENST00000263390,51689,1
ENST00000263390,51714,1
ENST00000263390,52101,1
ENST00000263398,90813,1
ENST00000263409,113924,1
ENST00000263409,114985,1
ENST00000263512,1883,1
ENST00000263512,1992,1
ENST00000263512,2274,1
ENST00000263512,2319,1
ENST00000263512,377,1
ENST00000263574,73674,1
ENST00000263574,74395,1
ENST00000263733,18122,1
ENST00000263733,46101,1
ENST00000263733,46548,1
ENST00000263734,82845,1
ENST00000263734,87174,1
ENST00000263741,14423,1
ENST00000263791,42355,1
ENST00000263847,39611,1
ENST00000263851,45539,1
ENST00000263857,78768,1
ENST00000263857,79292,1
ENST00000264033,93494,1
ENST00000264036,7265,1
ENST00000264036,7380,1
ENST00000264036,7650,1
ENST00000264036,8256,1
ENST00000264036,8278,1
ENST00000264036,8339,1
ENST00000264057,115154,1
ENST00000264057,115179,1
